DATE,VALUE
2018-02-09,2.98
2018-02-16,3.03
2018-02-23,3.07
2018-03-02,3.02
2018-03-09,3.03
2018-03-16,2.96
2018-03-23,2.97
2018-03-30,2.90
2018-04-06,2.90
2018-04-13,2.90
2018-04-20,2.96
2018-04-27,3.07
2018-05-04,3.02
2018-05-11,3.04
2018-05-18,3.14
2018-05-25,3.09
2018-06-01,2.92
2018-06-08,3.01
2018-06-15,3.01
2018-06-22,2.97
2018-06-29,2.92
2018-07-06,2.89
2018-07-13,2.89
2018-07-20,2.92
2018-07-27,3.03
2018-08-03,3.05
2018-08-10,3.02
2018-08-17,2.96
2018-08-24,2.91
2018-08-31,2.94
2018-09-07,3.00
2018-09-14,3.05
2018-09-21,3.13
2018-09-28,3.14
2018-10-05,3.24
2018-10-12,3.28
2018-10-19,3.28
2018-10-26,3.27
2018-11-02,3.29
2018-11-09,3.34
2018-11-16,3.26
2018-11-23,3.22
2018-11-30,3.21
2018-12-07,3.06
2018-12-14,3.03
2018-12-21,2.94
2018-12-28,2.91
2019-01-04,2.82
